"dota"
{
		// Weird Indirection
		"TitleText"							"{s:TitleTextVar}"
		"BodyText"							"{s:BodyTextVar}"

		"InfoScreenClose"						"Folytatás"
		"EndScreenClose"						"Kilépés"

		"basics_alert_TowerDamageTitle"				"Beérkező támadás!"
		"basics_alert_TowerDamageBody"				"Az ellenséges tornyok sok sebzést okoznak. Vonulj vissza!"

		"basics_alert_UseTangoTitle"				"Gyógyulás"
		"basics_alert_UseTangoBody"					"Próbáld maximumon tartani életerődet Tango használatával."

		"basics_alert_UseSalveTitle"				"Erős sebzés"
		"basics_alert_UseSalveBody"					"Gyógyuláshoz használj Healing Salve-et. A sebződés megszakítja a gyógyító hatást."

		"basics_alert_UseClarityTitle"				"Mana visszatöltése"
		"basics_alert_UseClarityBody"				"Mana visszatöltéséhez használj Clarityt. A sebződés megszakítja a visszatöltési hatást."
		
		"basics_alert_FirstDeathTitle"				"Halál: ár és újraéledés"
		"basics_alert_FirstDeathBody"				"Amikor meghalsz, elveszíted az aranyad egy részét, és a halálodért felelős hős, vagy hősök tapasztalati pontokat szerezve erősebbé válnak.\n\nAmikor a visszaszámlálásod véget ér, csapatod Forrásánál fogsz újraéledni. A hátralévő időt a hősöd portréja alatt látod a képernyő tetején."

		"basics_alert_SecondDeathTitle"				"Halál: vonulj vissza, amikor veszélyben vagy"
		"basics_alert_SecondDeathBody"				"Figyelj oda, hová irányítod a hősödet. Ha egy ellenséges torony, hős vagy creep támadni kezd, fontold meg a visszavonulást.\n\nMinden egyes hősszint növeli az időt, amíg a hős halott marad."

		"basics_alert_RespawnTitle"					"Hamarosan újraéledsz"
		"basics_alert_RespawnBody"					"Hősöd nemsokára újraéled csapatod Forrásánál.\n\nPróbálj gyorsan visszatérni a csatába."

		"basics_alert_TangoUsageTitle"				"Tango használata"
		"basics_alert_TangoUsageBody"				"A Tango lehetővé teszi egy fa elfogyasztását kis mennyiségű életerő időarányos visszatöltésére.\n\nMiután aktiváltad a Tangót, kattints bal egérgombbal egy fára annak használatához."

		"basics_alert_SalveUsageTitle"				"Healing Salve használata"
		"basics_alert_SalveUsageBody"				"A Healing Salve-ek gyorsan meggyógyítják a célzott hőst (bal kattintás).\n\nA sebződés megszakítja a gyógyító hatást."

		"basics_alert_ClarityUsageTitle"			"Clarity használata"
		"basics_alert_ClarityUsageBody"				"A Clarity lassan visszatölti a célzott hős manáját.\n\nA sebződés megszakítja a visszatöltési hatást."

		"basics_ExcessiveTowerDamageTitle"			"A tornyok veszélyesek. Vonulj vissza!"
		"basics_ExcessiveTowerDamageBody"			"Jujj! Sok sebzést szenvedsz el a toronytól!\n\nHúzódj hátrébb, míg a torony el nem kezd valami mást támadni."

		"basics_objective_CloseShopTitle"			"Bolt bezárása (bal kattintás)"
